n,tiempo,memoria
170,0.000000,1360
171,0.000000,1368
172,0.000000,1376
173,0.000000,1384
174,0.000000,1392
175,0.000000,1400
176,0.000000,1408
177,0.000000,1416
178,0.000000,1424
179,0.000000,1432
180,0.000000,1440
181,0.000000,1448
182,0.000000,1456
183,0.000000,1464
184,0.000000,1472
185,0.000000,1480
186,0.000000,1488
187,0.000000,1496
188,0.000000,1504
189,0.000000,1512
190,0.000000,1520
191,0.000000,1528
192,0.000000,1536
193,0.000000,1544
194,0.000000,1552
195,0.000000,1560
196,0.000000,1568
197,0.000000,1576
198,0.000000,1584
199,0.000000,1592
200,0.000000,1600
201,0.000000,1608
202,0.000000,1616
203,0.000000,1624
204,0.000000,1632
205,0.000000,1640
206,0.000000,1648
207,0.000000,1656
208,0.000000,1664
209,0.000000,1672
210,0.000000,1680
211,0.000000,1688
212,0.000000,1696
213,0.000000,1704
214,0.000000,1712
215,0.000000,1720
216,0.000000,1728
217,0.000000,1736
218,0.000000,1744
219,0.000000,1752
220,0.000000,1760
221,0.000000,1768
222,0.000000,1776
223,0.000000,1784
224,0.000000,1792
225,0.000000,1800
226,0.000000,1808
227,0.000000,1816
228,0.000000,1824
229,0.000000,1832
230,0.000000,1840
231,0.000000,1848
232,0.000000,1856
233,0.000000,1864
234,0.000000,1872
235,0.000000,1880
236,0.000000,1888
237,0.000000,1896
238,0.000000,1904
239,0.000000,1912
240,0.000000,1920
241,0.000000,1928
242,0.000000,1936
243,0.000000,1944
244,0.000000,1952
245,0.000000,1960
246,0.000000,1968
247,0.000000,1976
248,0.000000,1984
249,0.000000,1992
250,0.000000,2000
251,0.000000,2008
252,0.000000,2016
253,0.000000,2024
254,0.000000,2032
255,0.000000,2040
256,0.000000,2048
257,0.000000,2056
258,0.000000,2064
259,0.000000,2072
260,0.000000,2080
261,0.000000,2088
262,0.000000,2096
263,0.000000,2104
264,0.000000,2112
265,0.000000,2120
266,0.000000,2128
267,0.000000,2136
268,0.000000,2144
269,0.000000,2152
270,0.000000,2160
271,0.000000,2168
272,0.000000,2176
273,0.000000,2184
274,0.000000,2192
275,0.000000,2200
276,0.000000,2208
277,0.000000,2216
278,0.000000,2224
279,0.000000,2232
280,0.000000,2240
281,0.000000,2248
282,0.000000,2256
283,0.000000,2264
284,0.000000,2272
285,0.000000,2280
286,0.000000,2288
287,0.000000,2296
288,0.000000,2304
289,0.000000,2312
290,0.000000,2320
291,0.000000,2328
292,0.000000,2336
293,0.000000,2344
294,0.000000,2352
295,0.000000,2360
296,0.000000,2368
297,0.000000,2376
298,0.000000,2384
299,0.000000,2392
300,0.000000,2400
301,0.000000,2408
302,0.000000,2416
303,0.000000,2424
304,0.000000,2432
305,0.000000,2440
306,0.000000,2448
307,0.000000,2456
308,0.000000,2464
309,0.000000,2472
310,0.000000,2480
311,0.000000,2488
312,0.000000,2496
313,0.000000,2504
314,0.000000,2512
315,0.000000,2520
316,0.000000,2528
317,0.000000,2536
318,0.000000,2544
319,0.000000,2552
320,0.000000,2560
321,0.000000,2568
322,0.000000,2576
323,0.000000,2584
324,0.000000,2592
325,0.000000,2600
326,0.000000,2608
327,0.000000,2616
328,0.000000,2624
329,0.000000,2632
330,0.000000,2640
331,0.000000,2648
332,0.000000,2656
333,0.000000,2664
334,0.000000,2672
335,0.000000,2680
336,0.000000,2688
337,0.000000,2696
338,0.000000,2704
339,0.000000,2712
340,0.000000,2720
341,0.000000,2728
342,0.000000,2736
343,0.000000,2744
344,0.000000,2752
345,0.000000,2760
346,0.000000,2768
347,0.000000,2776
348,0.000000,2784
349,0.000000,2792
350,0.000000,2800
351,0.000000,2808
352,0.000000,2816
353,0.000000,2824
354,0.000000,2832
355,0.000000,2840
356,0.000000,2848
357,0.000000,2856
358,0.000000,2864
359,0.000000,2872
360,0.000000,2880
361,0.000000,2888
362,0.000000,2896
363,0.000000,2904
364,0.000000,2912
365,0.000000,2920
366,0.000000,2928
367,0.000000,2936
368,0.000000,2944
369,0.000000,2952
370,0.000000,2960
371,0.000000,2968
372,0.000000,2976
373,0.000000,2984
374,0.000000,2992
375,0.000000,3000
376,0.000000,3008
377,0.000000,3016
378,0.000000,3024
379,0.000000,3032
380,0.000000,3040
381,0.000000,3048
382,0.000000,3056
383,0.000000,3064
384,0.000000,3072
385,0.000000,3080
386,0.000000,3088
387,0.000000,3096
388,0.000000,3104
389,0.000000,3112
390,0.000000,3120
391,0.000000,3128
392,0.000000,3136
393,0.000000,3144
394,0.000000,3152
395,0.000000,3160
396,0.000000,3168
397,0.000000,3176
398,0.000000,3184
399,0.000000,3192
400,0.000000,3200
401,0.000000,3208
402,0.000000,3216
403,0.000000,3224
404,0.000000,3232
405,0.000000,3240
406,0.000000,3248
407,0.000000,3256
408,0.000000,3264
409,0.000000,3272
410,0.000000,3280
411,0.000000,3288
412,0.000000,3296
413,0.000000,3304
414,0.000000,3312
415,0.000000,3320
416,0.000000,3328
417,0.000000,3336
418,0.000000,3344
419,0.000000,3352
420,0.000000,3360
421,0.000000,3368
422,0.000000,3376
423,0.000000,3384
424,0.000000,3392
425,0.000000,3400
426,0.000000,3408
427,0.000000,3416
428,0.000000,3424
429,0.000000,3432
430,0.000000,3440
431,0.000000,3448
432,0.000000,3456
433,0.000000,3464
434,0.000000,3472
435,0.000000,3480
436,0.000000,3488
437,0.000000,3496
438,0.000000,3504
439,0.000000,3512
440,0.000000,3520
441,0.000000,3528
442,0.000000,3536
443,0.000000,3544
444,0.000000,3552
445,0.000000,3560
446,0.000000,3568
447,0.000000,3576
448,0.000000,3584
449,0.000000,3592
450,0.000000,3600
451,0.000000,3608
452,0.000000,3616
453,0.000000,3624
454,0.000000,3632
455,0.000000,3640
456,0.000000,3648
457,0.000000,3656
458,0.000000,3664
459,0.000000,3672
460,0.000000,3680
461,0.000000,3688
462,0.000000,3696
463,0.000000,3704
464,0.000000,3712
465,0.000000,3720
466,0.000000,3728
467,0.000000,3736
468,0.000000,3744
469,0.000000,3752
470,0.000000,3760
471,0.000000,3768
472,0.000000,3776
473,0.000000,3784
474,0.000000,3792
475,0.000000,3800
476,0.000000,3808
477,0.000000,3816
478,0.000000,3824
479,0.000000,3832
480,0.000000,3840
481,0.000000,3848
482,0.000000,3856
483,0.000000,3864
484,0.000000,3872
485,0.000000,3880
486,0.000000,3888
487,0.000000,3896
488,0.000000,3904
489,0.000000,3912
490,0.000000,3920
491,0.000000,3928
492,0.000000,3936
493,0.000000,3944
494,0.000000,3952
495,0.000000,3960
496,0.000000,3968
497,0.000000,3976
498,0.000000,3984
499,0.000000,3992
